Microbe Family,Microbe Genus,Microbe Species,Region,Country,Domain,date,type,Sub-Domain,number
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-06-12,Cumulative_Cases,,1660
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-06-19,Cumulative_Cases,,1662
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-06-26,Cumulative_Cases,,1665
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-07-03,Cumulative_Cases,,1670
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-07-10,Cumulative_Cases,,1677
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-07-17,Cumulative_Cases,,1680
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-07-24,Cumulative_Cases,,1685
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-07-31,Cumulative_Cases,,1691
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-08-07,Cumulative_Cases,,1696
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-08-14,Cumulative_Cases,,1701
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-08-21,Cumulative_Cases,,1705
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-08-28,Cumulative_Cases,,1705
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-09-04,Cumulative_Cases,,1705
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-09-11,Cumulative_Cases,,1705
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-09-18,Cumulative_Cases,,1705
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-09-25,Cumulative_Cases,,1705
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-10-02,Cumulative_Cases,,1707
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-10-09,Cumulative_Cases,,1711
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-10-16,Cumulative_Cases,,1715
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-10-23,Cumulative_Cases,,1718
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-10-30,Cumulative_Cases,,1721
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-11-06,Cumulative_Cases,,1726
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-11-13,Cumulative_Cases,,1732
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-11-20,Cumulative_Cases,,1746
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-11-27,Cumulative_Cases,,1749
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-12-04,Cumulative_Cases,,1756
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-12-11,Cumulative_Cases,,1767
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-12-18,Cumulative_Cases,,1769
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2005-12-25,Cumulative_Cases,,1775
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-01-01,Cumulative_Cases,,1783
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-01-08,Cumulative_Cases,,1808
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-01-15,Cumulative_Cases,,1829
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-01-22,Cumulative_Cases,,1839
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-01-29,Cumulative_Cases,,1867
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-02-05,Cumulative_Cases,,1906
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-02-12,Cumulative_Cases,,1926
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-02-19,Cumulative_Cases,,1950
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-02-26,Cumulative_Cases,,1978
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-03-05,Cumulative_Cases,,2004
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-03-12,Cumulative_Cases,,2012
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-03-19,Cumulative_Cases,,2021
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-03-26,Cumulative_Cases,,2033
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-04-02,Cumulative_Cases,,2051
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-04-09,Cumulative_Cases,,2060
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-04-16,Cumulative_Cases,,2069
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-04-23,Cumulative_Cases,,2075
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-04-30,Cumulative_Cases,,2081
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-05-07,Cumulative_Cases,,2089
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-05-14,Cumulative_Cases,,2094
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-05-21,Cumulative_Cases,,2101
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-05-28,Cumulative_Cases,,2107
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-06-04,Cumulative_Cases,,2112
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-06-11,Cumulative_Cases,,2115
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-06-18,Cumulative_Cases,,2116
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-06-25,Cumulative_Cases,,2116
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-07-02,Cumulative_Cases,,2117
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-07-09,Cumulative_Cases,,2119
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-07-16,Cumulative_Cases,,2122
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-07-23,Cumulative_Cases,,2124
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-07-30,Cumulative_Cases,,2126
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-08-06,Cumulative_Cases,,2128
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-08-13,Cumulative_Cases,,2130
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-08-20,Cumulative_Cases,,2132
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-08-27,Cumulative_Cases,,2136
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-09-03,Cumulative_Cases,,2136
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-09-10,Cumulative_Cases,,2142
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-09-17,Cumulative_Cases,,2145
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-09-24,Cumulative_Cases,,2147
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-10-01,Cumulative_Cases,,2153
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-10-08,Cumulative_Cases,,2155
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-10-15,Cumulative_Cases,,2162
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-10-22,Cumulative_Cases,,2166
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-10-29,Cumulative_Cases,,2172
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-11-05,Cumulative_Cases,,2178
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-11-12,Cumulative_Cases,,2180
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-11-19,Cumulative_Cases,,2193
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-11-26,Cumulative_Cases,,2203
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-12-03,Cumulative_Cases,,2208
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-12-10,Cumulative_Cases,,2210
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-12-17,Cumulative_Cases,,2210
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2006-12-24,Cumulative_Cases,,2211
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-01-07,Cumulative_Cases,,2211
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-01-14,Cumulative_Cases,,2225
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-01-21,Cumulative_Cases,,2231
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-01-28,Cumulative_Cases,,2241
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-02-04,Cumulative_Cases,,2246
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-02-11,Cumulative_Cases,,2258
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-02-18,Cumulative_Cases,,2267
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-02-25,Cumulative_Cases,,2272
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-03-04,Cumulative_Cases,,2283
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-03-11,Cumulative_Cases,,2285
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-03-18,Cumulative_Cases,,2291
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-03-25,Cumulative_Cases,,2298
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-04-01,Cumulative_Cases,,2304
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-04-08,Cumulative_Cases,,2309
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-04-15,Cumulative_Cases,,2318
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-04-22,Cumulative_Cases,,2323
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-04-29,Cumulative_Cases,,2331
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-05-06,Cumulative_Cases,,2334
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-05-13,Cumulative_Cases,,2338
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-05-20,Cumulative_Cases,,2349
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-05-27,Cumulative_Cases,,2354
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-06-03,Cumulative_Cases,,2362
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-06-10,Cumulative_Cases,,2366
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-06-17,Cumulative_Cases,,2369
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-06-24,Cumulative_Cases,,2370
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-07-01,Cumulative_Cases,,2372
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-07-08,Cumulative_Cases,,2375
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-07-15,Cumulative_Cases,,2379
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-07-22,Cumulative_Cases,,2380
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-07-29,Cumulative_Cases,,2388
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-08-05,Cumulative_Cases,,2393
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-08-12,Cumulative_Cases,,2396
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-08-19,Cumulative_Cases,,2398
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-08-26,Cumulative_Cases,,2405
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-09-02,Cumulative_Cases,,2406
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-09-09,Cumulative_Cases,,2412
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-09-16,Cumulative_Cases,,2419
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-09-23,Cumulative_Cases,,2424
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-09-30,Cumulative_Cases,,2426
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-10-07,Cumulative_Cases,,2432
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-10-14,Cumulative_Cases,,2443
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-10-21,Cumulative_Cases,,2449
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-10-28,Cumulative_Cases,,2452
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-11-04,Cumulative_Cases,,2463
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-11-11,Cumulative_Cases,,2474
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-11-18,Cumulative_Cases,,2479
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-11-25,Cumulative_Cases,,2483
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-12-02,Cumulative_Cases,,2492
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-12-09,Cumulative_Cases,,2515
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-12-16,Cumulative_Cases,,2543
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-12-23,Cumulative_Cases,,2569
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2007-12-30,Cumulative_Cases,,2576
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-01-13,Cumulative_Cases,,2605
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-01-20,Cumulative_Cases,,2663
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-01-27,Cumulative_Cases,,2689
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-02-03,Cumulative_Cases,,2727
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-02-10,Cumulative_Cases,,2762
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-02-17,Cumulative_Cases,,2799
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-02-24,Cumulative_Cases,,2819
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-03-02,Cumulative_Cases,,2848
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-03-09,Cumulative_Cases,,2873
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-03-16,Cumulative_Cases,,2896
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-03-23,Cumulative_Cases,,2905
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-03-30,Cumulative_Cases,,2908
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-04-06,Cumulative_Cases,,2914
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-04-13,Cumulative_Cases,,2920
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-04-20,Cumulative_Cases,,2923
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-04-27,Cumulative_Cases,,2924
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-05-04,Cumulative_Cases,,2927
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-05-11,Cumulative_Cases,,2928
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-05-18,Cumulative_Cases,,2929
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-05-25,Cumulative_Cases,,2929
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-06-01,Cumulative_Cases,,2931
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-06-08,Cumulative_Cases,,2932
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-06-15,Cumulative_Cases,,2933
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-06-22,Cumulative_Cases,,2933
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-06-29,Cumulative_Cases,,2933
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-07-06,Cumulative_Cases,,2934
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-07-13,Cumulative_Cases,,2934
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-07-20,Cumulative_Cases,,2937
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-07-27,Cumulative_Cases,,2940
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-08-03,Cumulative_Cases,,2941
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-08-10,Cumulative_Cases,,2946
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-08-17,Cumulative_Cases,,2948
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-08-24,Cumulative_Cases,,2953
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-08-31,Cumulative_Cases,,2958
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-09-07,Cumulative_Cases,,2963
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-09-14,Cumulative_Cases,,2972
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-09-21,Cumulative_Cases,,2989
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-09-28,Cumulative_Cases,,3008
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-10-05,Cumulative_Cases,,3033
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-10-12,Cumulative_Cases,,3078
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-10-19,Cumulative_Cases,,3112
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-10-26,Cumulative_Cases,,3175
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-11-02,Cumulative_Cases,,3219
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-11-09,Cumulative_Cases,,3269
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-11-16,Cumulative_Cases,,3304
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-11-23,Cumulative_Cases,,3320
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-11-30,Cumulative_Cases,,3336
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-12-07,Cumulative_Cases,,3349
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-12-14,Cumulative_Cases,,3358
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-12-21,Cumulative_Cases,,3373
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2008-12-28,Cumulative_Cases,,3377
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-01-04,Cumulative_Cases,,3377
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-01-11,Cumulative_Cases,,3378
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-01-18,Cumulative_Cases,,3388
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-01-25,Cumulative_Cases,,3399
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-02-01,Cumulative_Cases,,3428
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-02-08,Cumulative_Cases,,3463
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-02-15,Cumulative_Cases,,3493
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-02-22,Cumulative_Cases,,3513
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-03-01,Cumulative_Cases,,3534
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-03-08,Cumulative_Cases,,3546
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-03-15,Cumulative_Cases,,3555
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-03-22,Cumulative_Cases,,3566
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-03-29,Cumulative_Cases,,3575
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-04-05,Cumulative_Cases,,3580
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-04-12,Cumulative_Cases,,3591
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-04-19,Cumulative_Cases,,3594
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-04-26,Cumulative_Cases,,3599
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-05-03,Cumulative_Cases,,3604
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-05-10,Cumulative_Cases,,3608
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-05-17,Cumulative_Cases,,3612
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-05-24,Cumulative_Cases,,3613
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-05-31,Cumulative_Cases,,3613
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-06-07,Cumulative_Cases,,3615
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-06-14,Cumulative_Cases,,3618
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-06-21,Cumulative_Cases,,3621
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-06-28,Cumulative_Cases,,3626
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-07-05,Cumulative_Cases,,3628
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-07-12,Cumulative_Cases,,3629
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-07-19,Cumulative_Cases,,3631
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-07-26,Cumulative_Cases,,3631
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-08-02,Cumulative_Cases,,3631
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-08-09,Cumulative_Cases,,3634
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-08-16,Cumulative_Cases,,3639
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-08-23,Cumulative_Cases,,3644
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-08-30,Cumulative_Cases,,3651
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-09-06,Cumulative_Cases,,3656
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-09-13,Cumulative_Cases,,3658
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-09-20,Cumulative_Cases,,3660
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-09-27,Cumulative_Cases,,3662
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-10-04,Cumulative_Cases,,3662
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-10-11,Cumulative_Cases,,3664
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-10-18,Cumulative_Cases,,3665
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-10-25,Cumulative_Cases,,3666
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-11-01,Cumulative_Cases,,3668
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-11-08,Cumulative_Cases,,3670
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-11-15,Cumulative_Cases,,3673
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-11-22,Cumulative_Cases,,3682
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-11-29,Cumulative_Cases,,3687
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-12-06,Cumulative_Cases,,3692
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-12-13,Cumulative_Cases,,3696
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-12-20,Cumulative_Cases,,3700
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2009-12-27,Cumulative_Cases,,3701
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2010-01-03,Cumulative_Cases,,3701
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2010-01-10,Cumulative_Cases,,3701
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2010-01-17,Cumulative_Cases,,3710
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2010-01-24,Cumulative_Cases,,3727
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2010-01-31,Cumulative_Cases,,3743
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2010-02-07,Cumulative_Cases,,3754
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2010-02-14,Cumulative_Cases,,3766
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2010-02-21,Cumulative_Cases,,3785
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2010-02-28,Cumulative_Cases,,3800
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2010-03-07,Cumulative_Cases,,3812
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2010-03-14,Cumulative_Cases,,3824
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2010-03-21,Cumulative_Cases,,3840
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2010-03-28,Cumulative_Cases,,3849
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2010-04-04,Cumulative_Cases,,3853
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2010-04-11,Cumulative_Cases,,3862
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2010-04-18,Cumulative_Cases,,3868
Flaviviridae,Flavivirus,DENV,AMRO,Peru,Iquitos,2010-04-25,Cumulative_Cases,,3876
